Type,Category,Question,Answer
Technical,Statistics & Probability,Your organization has a website where visitors randomly receive one of the two coupons. It is also possible that visitors to the website will not receive the coupon. You have been asked to determine if offering a coupon to the visitors to your website has any impact on their purchase decision. Which analysis method should you use,"In this scenario, the most appropriate analysis method would be A/B Testing (or Split Testing).Here's why A/B Testing is the best fit:Controlled Experiment: A/B Testing allows you to randomly assign visitors to different groups (control group with no coupon, group A with coupon type 1, group B with coupon type 2). This controlled experiment ensures that any differences in purchase behavior can be directly attributed to the presence and type of coupon.Measures Impact: You can directly compare the conversion rates (percentage of visitors who make a purchase) between the groups to see if offering a coupon has a statistically significant impact on purchase decisions.Compares Coupon Types: Additionally, you can analyze if one coupon type is more effective than the other in driving purchases.How to Implement A/B Testing:Define the Hypothesis: State clearly what you want to test. For example:Null Hypothesis: Offering a coupon has no impact on the purchase decision.Alternative Hypothesis: Offering a coupon increases the likelihood of a purchase.Set up the Experiment:Randomly assign website visitors to one of the three groups (control, coupon A, coupon B).Ensure the experiment runs for a sufficient duration to collect enough data for statistically significant results.Collect Data:Track the conversion rates for each group.Gather additional data like coupon usage, time spent on site, etc., for further analysis.Analyze the Results:Use statistical tests (e.g., Chi-squared test, t-test) to compare the conversion rates between the groups and determine if the differences are statistically significant.Calculate metrics like uplift (increase in conversion rate due to the coupon) and confidence intervals to understand the impact of the coupons.Draw Conclusions and Take Action:Based on the analysis, decide if offering coupons is beneficial.If so, identify the most effective coupon type and implement it in your marketing strategy.Important Considerations:Sample Size: Ensure you have a large enough sample size in each group to achieve statistically significant results.External Factors: Be mindful of external factors (e.g., seasonality, promotions by competitors) that could influence purchase behavior during the experiment.Ethical Considerations: Be transparent with visitors about the experiment and obtain necessary consent if required.A/B Testing provides a robust and data-driven way to understand the impact of coupons on purchase decisions, enabling you to make informed marketing decisions and optimize your website's conversion rate."
Technical,ML,Explain Principal Componenet Analysis,"Principal Component Analysis (PCA) is dimensionality reduction method, that is used to reduce dimensionality of large data sets, by transforming large set of variables into a smaller one that still contains most of the information in large set.Principal component analysis is a technique for feature extraction so it combines our input variables in a specific way, then we can drop the least important variables while still retaining the most valuable parts of all of the variables! As an added benefit, each of the new variables after PCA are all independent of one anotherReducing the number of the variables of the datset naturally comes at the expense of accuracy, but the trick in dimensionality reduction is to trade a little accuracy for simplicity.By reducing the dimension of your feature space, you have fewer relationships between variables to consider and you are less likely to overfit your modelWhen should I use PCA?Do you want to reduce the number of variables, but arent able to identify variables to completely remove from consideration?Do you want to ensure your variables are independent of one another?Are you comfortable making your independent variables less interpretable?"
Technical,ML,Explain feature scaling,"Feature scaling is one of the most important data preprocessing step in machine learningIf we are changing the range of the features then its called 'scaling' and if we are changing the distribution of the features then its called 'normalization/standardization'ScalingThis means that you're transforming your data so that it fits within a specific scale, like 0-100 or 0-1. By scaling your variables, you can help compare different variables on equal footing.Scaling is required in case of distance based algorithms like support vector machines (SVM) or k-nearest neighbors (KNN).For example, you might be looking at the prices of some products in both Yen and US Dollars. One US Dollar is worth about 100 Yen, but if you don't scale your prices, methods like SVM or KNN will consider a difference in price of 1 Yen as important as a difference of 1 US Dollar! This clearly doesn't fit with our intuitions of the world. With currency, you can convert between currencies.But what about if you're looking at something like height and weight? It's not entirely clear how many pounds should equal one inch (or how many kilograms should equal one meter). For example, if weight ranges from 50 to 100 kilograms and height ranges from 150 to 200 centimeters, the model might give more importance to the weight feature simply because its range is wider. Without scaling, a model might consider a difference of 10 kilograms as equally significant as a difference of 10 centimeters, even though these units measure very different things. This could lead to misleading results because the model's decisions are based on the scale rather than the underlying relationships."
Technical,ML,What is meant by Data Leakage,"Data Leakage is the scenario where the Machine Learning Model is already aware of some part of test data after training.This causes the problem of overfitting.In Machine learning, Data Leakage refers to a mistake that is made by the creator of a machine learning model in which they accidentally share the information between the test and training data sets.Data leakage is a serious and widespread problem in data mining and machine learning which needs to be handled well to obtain a robust and generalized predictive model.Examples of data leakageThe most obvious and easy-to-understand cause of data leakage is to include the target variable as a feature. What happens is that after including the target variable as a feature, our purpose of prediction got destroyed. This is likely to be done by mistake but while modelling any ML model, you have to make sure that the target variable is differentiated from the set of features.Another common cause of data leakage is to include test data with training data.Above two cases are not very likely to occur because they can easily be spotted while doing the modelling. Below are few data leakage examples that are hard to troubleshoot.Presence of Giveaway featuresLets we are working on a problem statement in which we have to build a model that predicts a certain medical condition. If we have a feature that indicates whether a patient had a surgery related to that medical condition, then it causes data leakage and we should never be included that as a feature in the training data. The indication of surgery is highly predictive of the medical condition and would probably not be available in all cases. If we already know that a patient had a surgery related to a medical condition, then we may not even require a predictive model to start with.Lets we are working on a problem statement in which we have to build a model that predicts if a user will stay on a website. Including features that expose the information about future visits will cause the problem of data leakage. So, we have to use only features about the current session because information about the future sessions is not generally available after we deployed our model.Leakage during Data preprocessingWhile solving a Machine learning problem statement, firstly we do the data cleaning and preprocessing which involves the following steps:Evaluating the parameters for normalizing or rescaling featuresFinding the minimum and maximum values of a particular featureNormalize the particular feature in our datasetRemoving the outliersFill or completely remove the missing data in our datasetThe above-described steps should be done using only the training set. If we use the entire dataset to perform these operations, data leakage may occur.Applying preprocessing techniques to the entire dataset will cause the model to learn not only the training set but also the test set. As we all know that the test set should be new and previously unseen for any model."
Technical,ML,How to detect Data Leakage,"Results are too good too trueIn general, if we see that the model which we build is too good to be true (i.,e gives predicted and actual output the same), then we should get suspicious and data leakage cannot be ruled out.At that time, the model might be somehow memorizing the relations between feature and target instead of learning and generalizing it for the unseen data.So, it is advised that before the testing, the prior documented results are weighed against the expected results.Using EDAWhile doing the Exploratory Data Analysis (EDA), we may detect features that are very highly correlated with the target variable. Of course, some features are more correlated than others but a surprisingly high correlation needs to be checked and handled carefully.We should pay close attention to those features. So, with the help of EDA, we can examine the raw data through statistical and visualization tools.High weight featuresAfter the completion of the model training, if features are having very high weights, then we should pay close attention. Those features might be leaky."
Technical,ML,How to fix the problem of Data Leakage,"The main culprit behind this is the way we split our dataset and when. The following steps can prove to be very crucial in preventing data leakage:Select the features such a way that they do not contain information about the target variable, which is not naturally available at the time of prediction.Create a Separate Validation SetTo minimize or avoid the problem of data leakage, we should try to set aside a validation set in addition to training and test sets if possible.The purpose of the validation set is to mimic the real-life scenario and can be used as a final step.By doing this type of activity, we will identify if there is any possible case of overfitting which in turn can act as a caution warning against deploying models that are expected to underperform in the production environment.Apply Data preprocessing Separately to both Train and Test subsetsWhile dealing with neural networks, it is a common practice that we normalize our input data firstly before feeding it into the model.Generally, data normalization is done by dividing the data by its mean value. More often than not, this normalization is applied to the overall data set, which influences the training set from the information of the test set and eventually it results in data leakage.Hence, to avoid data leakage, we have to apply any normalization technique separately to both training and test subsets.Problem with the Time-Series Type of dataWhen dealing with time-series data, we should pay more attention to data leakage. For example, if we somehow use data from the future when doing computations for current features or predictions, it is highly likely to end up with a leaked model.It generally happens when the data is randomly split into train and test subsets.So, when working with time-series data, we put a cutoff value on time which might be very useful, as it prevents us from getting any information after the time of prediction.Target Leakage: This happens when predictors (features) include information that's only available after the target variable is known.Example: Predicting customer churn based on whether they canceled their subscription. The act of canceling is only known after they've churned, making it a leaky predictor."
Technical,Statistics & Probability,What is selection bias,"Selection bias is the bias introduced by the selection of individuals, groups, or data for analysis in such a way that proper randomization is not achieved, thereby ensuring that the sample obtained is not representative of the population intended to be analyzed. It is sometimes referred to as the selection effect.Sampling bias is usually classified as a subtype of selection bias, sampling bias is a bias in which a sample is collected in such a way that some members of the intended population have a lower or higher sampling probability than others.Due to sampling bias, the probability distribution in the collected dataset deviates from its true natural distribution, which may affect ML models performance."
Technical,Statistics & Probability,What does it mean when distribution is left skew or right skew,"In a right-skewed distribution, the tail on the right side is longer. This means most of the data is clustered on the left, with a few unusually large values pulling the average higher. Think of income distribution - most people earn less, but a few very high earners skew the average upwards.In a left-skewed distribution, the tail on the left side is longer. This means most of the data is clustered on the right, with a few unusually small values pulling the average lower. An example could be exam scores where most students do well, but a few low scores bring down the average."
Technical,ML,What is regularization. Why it is usefull,Regularization is the process of adding tunning parameter(penalty term) to a model to induce smoothness in order to prevent overfitting.The tunning parameter controls the excessively fluctuating function in such a way that coefficients dont take extreame values.There are two types of regularization as follows:L1 Regularization or Lasso Regularization. L1 Regularization or Lasso Regularization adds a penalty to the error function. The penalty is the sum of the absolute values of weights.L2 Regularization or Ridge Regularization. L2 Regularization or Ridge Regularization also adds a penalty to the error function. But the penalty here is the sum of the squared values of weights.
Technical,ML,Explain the scenario where both false positive and false negative are equally important,"Medical Diagnosis (e.g., Cancer Screening)False Positive: A patient is told they have cancer when they don't. This leads to unnecessary anxiety, invasive procedures, and potential side effects from treatment.False Negative: A patient with cancer is told they are healthy. This delays crucial treatment, potentially allowing the disease to progress and worsen the prognosis.Fraud DetectionFalse Positive: A legitimate transaction is flagged as fraudulent. This inconveniences the customer, potentially disrupting their business or causing reputational damage.False Negative: A fraudulent transaction goes undetected. This results in financial loss for the business or individual, and can enable further fraudulent activity."
Technical,ML,Why feature scalling is required in Gradient Descent Based Algorithms,"Machine learning algorithms like linear regression, logistic regression, neural network, etc. that use gradient descent as an optimization technique require data to be scaled. The presence of feature value X in the formula will affect the step size of the gradient descent.The difference in ranges of features will cause different step sizes for each feature.To ensure that the gradient descent moves smoothly towards the minima and that the steps for gradient descent are updated at the same rate for all the features, we scale the data before feeding it to the model.Having features on a similar scale can help the gradient descent converge more quickly towards the minima."
Technical,ML,Why feature scaling not required in tree based algorithms,"Imagine you're sorting a pile of apples and oranges into two baskets. You could sort them by color (red vs. not red) or by weight (heavy vs. light).Tree-based algorithms work like this: They make decisions based on thresholds or cut-offs for each feature (like color or weight). They ask questions like: ""Is this fruit red?"" or ""Is this fruit heavier than 1 pound?"".Feature scaling doesn't matter here:Color: It doesn't matter if we represent ""red"" as the number 1 and ""not red"" as 0, or if we use some other scale. The decision (is it red or not?) remains the same.Weight: Even if we change the units from pounds to kilograms, the relative heaviness of the fruits doesn't change. A heavy apple will still be heavier than a light orange, regardless of the units.In simpler terms:Tree-based algorithms care about the order or ranking of the data, not the exact numerical values.Scaling the features changes the numbers but doesn't change their order. A heavy fruit stays heavy, and a light fruit stays light, no matter what units we use.This makes tree-based algorithms invariant to monotonic transformations of the features (transformations that preserve the order).Therefore, feature scaling is generally not required for tree-based algorithms.Exceptions:Some implementations: Certain libraries or specific algorithms within the tree-based family might be sensitive to the scale of the features due to implementation details. It's always good to check the documentation or experiment to be sure.Distance-based calculations: If your tree-based algorithm involves any calculations based on distances between data points, then scaling might be necessary to ensure all features contribute equally to the distance calculation."
Technical,ML,What are the risks associated with Data Science & how MLOps can overcome the same?,"In Data Science, several risks can impact projects, such as data quality issues, model deployment challenges, model performance degradation, lack of reproducibility, security concerns, and scalability issues.MLOps (Machine Learning Operations) helps mitigate these risks by:Automating Data Quality Checks and Monitoring: Ensures consistent data quality and detects data drift, which helps maintain model accuracy over time.Streamlining Model Deployment and Environment Consistency: Uses automated pipelines and containerization to deploy models smoothly across different environments, reducing errors and ensuring reliability.Continuous Monitoring and Automated Retraining: Tracks model performance in real-time and triggers retraining when necessary, preventing performance degradation and adapting to new data patterns.Improving Reproducibility and Collaboration: Incorporates version control for code, data, and models, making it easier to reproduce results and collaborate across teams.Enhancing Security and Compliance: Implements strict access controls, auditing, and encryption to protect data and models, ensuring compliance with regulations.Optimizing Scalability and Resource Management: Supports scalable infrastructure and provides insights into cost and resource use, ensuring models can handle large volumes and operate efficiently.By implementing MLOps, we can address these risks effectively, leading to more robust, reliable, and scalable machine-learning models."
Technical,Statistics & Probability,Please explain p-value to someone non-technical,"A p-value is a number that helps us understand if the results we see in an experiment or study are meaningful or if they might have happened just by chance.Imagine you're playing a game of chance, like flipping a coin. You suspect the coin might be rigged to land on heads more often, so you decide to test it.The ""normal"" assumption (null hypothesis): The coin is fair, and there's a 50/50 chance of getting heads or tails.Your experiment: You flip the coin 100 times and get 60 heads. Hmm, that seems a bit high...The p-value comes in: It tells you, ""If the coin was fair, how likely is it that you'd get a result as extreme (or more extreme) as 60 heads out of 100 flips, just by random chance?""A small p-value (e.g., 0.01) means it's very unlikely to get such a result with a fair coin. This makes you suspicious maybe the coin is rigged!A large p-value (e.g., 0.50) means it's quite likely to get such a result even with a fair coin. So, you don't have strong evidence to say the coin is rigged.In simpler terms:The p-value is like a ""surprise meter"". The lower the p-value, the more surprised you'd be to see your results if the ""normal"" assumption were true.It helps you decide whether your results are strong enough to challenge the ""normal"" assumption or if they could just be due to random luck.Important Note:The p-value doesn't prove anything. It just gives you a measure of how surprising your results are.It's up to you to decide what level of ""surprise"" is enough to make you doubt the ""normal"" assumption.If the p-value is less than or equal to alpha(0.05), it means your results are statistically significant, and you have enough evidence to reject the null hypothesis. In other words, your data suggests that the ""normal"" assumption is probably not true."
Technical,Case Study,"Average comments per month has dropped over three-month period, despite consistent growth after a new launch. What metric would u investigate?","To investigate the drop in average comments per month despite consistent growth after a new launch, I would examine:Engagement per User: Assess if the average number of comments per active user has decreased. Even with user growth, fewer comments per user could explain the overall decline.Content Type Analysis: Identify if the types of content driving growth are different from those that typically generate comments. Growth could be from content that attracts more views or reads, but not comments.New vs. Returning User Behavior: Check if new users, who might contribute to growth, are engaging less in commenting than returning users. This could indicate that while more people are joining, they aren't commenting as much.User Experience and UI Changes: Review if changes in the user interface or user experience since the launch might have unintentionally made it harder or less appealing to comment.Sentiment and Feedback: Analyze user feedback for any negative sentiment or issues related to commenting since the new growth phase.By focusing on these areas, we can identify the specific reasons behind the decline in comments despite overall platform growth."
Technical,Case Study,A PM tells you that a weekly active user metric is up by 5% but email notification open rate is down by 2%. WHat would you investigate to dignose this problem?,"Email open rate is calculated by dividing the number of emails opened by the number of emails sent minus any bounces. A good open rate is between 17-28%2. Email notification open rate is a type of email open rate that measures how many users open an email that notifies them about something.Weekly active user metric (WAU) is a measure of how many users are active on a website or app in a given week. It can be influenced by many factors, such as user acquisition, retention, engagement and churn.To diagnose the problem of WAU being up but email notification open rate being down, you might want to investigate:How are you defining active users? Are they performing meaningful actions on your website or app that indicate engagement and loyalty?How are you segmenting your users based on their behavior, preferences and needs? Are you sending relevant and personalized email notifications to each segment?How are you optimizing your email subject lines, preheaders, sender names and content to capture attention and interest? Are you using clear and compelling calls to action?How are you testing and measuring your email performance? Are you using tools like A/B testing, analytics and feedback surveys to improve your email strategy?"
Technical,ML,Explain data drift problem in machine learning,"Data drift is a common problem in machine learning that occurs when the statistical properties of the input data change over time. This change can lead to a decrease in the performance of machine learning models because the model is no longer receiving the same kind of data it was trained on.Key Points to Explain Data Drift:Definition of Data Drift:Data drift refers to any change in the distribution of data that a machine learning model was trained on compared to the data it encounters in production. This can cause the model to make inaccurate predictions or classifications because it relies on patterns that may no longer be relevant.Types of Data Drift:Covariate Drift: This occurs when the distribution of the input features (independent variables) changes. For example, if a model is predicting sales based on weather data, and there is a shift in climate patterns, the relationship between weather and sales could change.Prior Probability Shift: This type of drift happens when the distribution of the target variable (dependent variable) changes. For instance, in a spam detection model, if the proportion of spam emails decreases over time, the model might need adjustment.Concept Drift: This happens when the relationship between the input features and the target variable changes. For example, a model predicting credit card fraud may experience concept drift if fraudsters change their tactics over time.Why Data Drift is a Problem:Decreased Model Accuracy: Models trained on historical data may perform poorly on new data that has drifted. This can lead to incorrect predictions and reduced effectiveness of the model.Impact on Business Decisions: In many applications, such as finance, healthcare, and marketing, decisions based on outdated models can lead to significant financial loss, poor customer experiences, or even safety issues.Detecting Data Drift:Statistical Tests: Techniques such as Kolmogorov-Smirnov test, Chi-square test, or Jensen-Shannon divergence can be used to detect changes in data distributions.Monitoring Performance Metrics: Regularly tracking model performance metrics (like accuracy, precision, recall) over time can indicate data drift if theres a consistent decline.Data Visualization: Visual methods such as histograms, scatter plots, or density plots can help visualize changes in data distributions over time.Mitigating Data Drift:Regular Model Retraining: Regularly retraining models with new data helps to ensure they stay up-to-date with the latest trends and patterns.Continuous Monitoring: Implementing systems to continuously monitor incoming data and model performance allows for early detection of drift.Adaptive Learning: Techniques like online learning or incremental learning can help models adapt to changes by learning from new data as it becomes available.Feature Engineering Updates: Revisiting and potentially redefining features to align with the new data distributions can help in maintaining model accuracy.Real-World Example of Data Drift:Imagine a retail company that uses a machine learning model to predict customer preferences and recommend products. The model was trained using data collected over the past year. However, due to a sudden change in customer behavior (perhaps driven by a new trend or economic conditions), the products customers are interested in change. This change leads to data drift because the model's predictions are based on outdated information about customer preferences, causing it to recommend less relevant products and reducing the effectiveness of marketing campaigns.Conclusion:Data drift is a critical issue in maintaining the accuracy and reliability of machine learning models. Regular monitoring, retraining, and adaptation strategies are essential to ensure models remain effective as real-world conditions change."
Technical,ML,You are given a train data set having 1000 columns and 1 million rows. The data set is based on a classification problem. Your manager has asked you to reduce the dimension of this data so that model computation time can be reduced. Your machine has memory constraints. What would you do? (You are free to make practical assumptions.),"Processing a high dimensional data on a limited memory machine is a strenuous task, your interviewer would be fully aware of that. Following are the methods you can use to tackle such situation: Since we have lower RAM, we should close all other applications in our machine, including the web browser, so that most of the memory can be put to use.We can randomly sample the data set. This means, we can create a smaller data set, lets say, having 1000 variables and 300000 rows and do the computations.To reduce dimensionality, we can separate the numerical and categorical variables and remove the correlated variables. For numerical variables, well use correlation. For categorical variables, well use chi-square test.Also, we can use PCA and pick the components which can explain the maximum variance in the data set.Using online learning algorithms like Vowpal Wabbit (available in Python) is a possible option.Building a linear model using Stochastic Gradient Descent is also helpful.We can also apply our business understanding to estimate which all predictors can impact the response variable. But, this is an intuitive approach, failing to identify useful predictors might result in significant loss of information."
Technical,ML,"Is rotation necessary in PCA? If yes, Why? What will happen if you dont rotate the components?","Yes, rotation (orthogonal) is necessary because it maximizes the difference between variance captured by the component. This makes the components easier to interpret. Not to forget, thats the motive of doing PCA where, we aim to select fewer components (than features) which can explain the maximum variance in the data set. By doing rotation, the relative location of the components doesnt change, it only changes the actual coordinates of the points.If we dont rotate the components, the effect of PCA will diminish and well have to select more number of components to explain variance in the data set."
Technical,Statistics & Probability,You are given a data set. The data set has missing values which spread along 1 standard deviation from the median. What percentage of data would remain unaffected? Why?,"This question has enough hints for you to start thinking! Since, the data is spread across median, lets assume its a normal distribution. We know, in a normal distribution, ~68% of the data lies in 1 standard deviation from mean (or mode, median), which leaves ~32% of the data unaffected. Therefore, ~32% of the data would remain unaffected by missing values."
Technical,ML,You are given a data set on cancer detection. Youve build a classification model and achieved an accuracy of 96%. Why shouldnt you be happy with your model performance? What can you do about it?,"If you have worked on enough data sets, you should deduce that cancer detection results in imbalanced data. In an imbalanced data set, accuracy should not be used as a measure of performance because 96% (as given) might only be predicting majority class correctly, but our class of interest is minority class (4%) which is the people who actually got diagnosed with cancer. Hence, in order to evaluate model performance, we should use Sensitivity (True Positive Rate), Specificity (True Negative Rate), F measure to determine class wise performance of the classifier. If the minority class performance is found to to be poor, we can undertake the following steps:We can use undersampling, oversampling or SMOTE to make the data balanced.We can alter the prediction threshold value by doing probability caliberation and finding a optimal threshold using AUC-ROC curve.We can assign weight to classes such that the minority classes gets larger weight.We can also use anomaly detection."
Technical,Statistics & Probability,"Explain prior probability, likelihood and marginal likelihood in context of naiveBayes algorithm?","Prior probability is nothing but, the proportion of dependent (binary) variable in the data set. It is the closest guess you can make about a class, without any further information. For example: In a data set, the dependent variable is binary (1 and 0). The proportion of 1 (spam) is 70% and 0 (not spam) is 30%. Hence, we can estimate that there are 70% chances that any new email would be classified as spam.Likelihood is the probability of classifying a given observation as 1 in presence of some other variable. For example: The probability that the word FREE is used in previous spam message is likelihood. Marginal likelihood is, the probability that the word FREE is used in any message."
Technical,ML,"You are working on a time series data set. You manager has asked you to build a high accuracy model. You start with the decision tree algorithm, since you know it works fairly well on all kinds of data. Later, you tried a time series regression model and got higher accuracy than decision tree model. Can this happen? Why?","Time series data is known to posses linearity. On the other hand, a decision tree algorithm is known to work best to detect non linear interactions. The reason why decision tree failed to provide robust predictions because it couldnt map the linear relationship as good as a regression model did. Therefore, we learned that, a linear regression model can provide robust prediction given the data set satisfies its linearity assumptions."
Technical,Case Study,"You are assigned a new project which involves helping a food delivery company save more money. The problem is, companys delivery team arent able to deliver food on time. As a result, their customers get unhappy. And, to keep them happy, they end up delivering food for free. Which machine learning algorithm can save them?","You might have started hopping through the list of ML algorithms in your mind. But, wait! Such questions are asked to test your machine learning fundamentals.This is not a machine learning problem. This is a route optimization problem. A machine learning problem consist of three things:There exist a pattern.You cannot solve it mathematically (even by writing exponential equations).You have data on it."
Technical,ML,You came to know that your model is suffering from low bias and high variance. Which algorithm should you use to tackle it? Why?,"Low bias occurs when the models predicted values are near to actual values. In other words, the model becomes flexible enough to mimic the training data distribution. While it sounds like great achievement, but not to forget, a flexible model has no generalization capabilities. It means, when this model is tested on an unseen data, it gives disappointing results.In such situations, we can use bagging algorithm (like random forest) to tackle high variance problem. Bagging algorithms divides a data set into subsets made with repeated randomized sampling. Then, these samples are used to generate a set of models using a single learning algorithm. Later, the model predictions are combined using voting (classification) or averaging (regression).Also, to combat high variance, we can:Use regularization technique, where higher model coefficients get penalized, hence lowering model complexity.Use top n features from variable importance chart. May be, with all the variable in the data set, the algorithm is having difficulty in finding the meaningful signal."
Technical,ML,"You are given a data set. The data set contains many variables, some of which are highly correlated and you know about it. Your manager has asked you to run PCA. Would you remove correlated variables first? Why?","Chances are, you might be tempted to say No, but that would be incorrect. Discarding correlated variables have a substantial effect on PCA because, in presence of correlated variables, the variance explained by a particular component gets inflated.For example: You have 3 variables in a data set, of which 2 are correlated. If you run PCA on this data set, the first principal component would exhibit twice the variance than it would exhibit with uncorrelated variables. Also, adding correlated variables lets PCA put more importance on those variable, which is misleading."
Technical,ML,"After spending several hours, you are now anxious to build a high accuracy model. As a result, you build 5 GBM models, thinking a boosting algorithm would do the magic. Unfortunately, neither of models could perform better than benchmark score. Finally, you decided to combine those models. Though, ensembled models are known to return high accuracy, but you are unfortunate. Where did you miss?","As we know, ensemble learners are based on the idea of combining weak learners to create strong learners. But, these learners provide superior result when the combined models are uncorrelated. Since, we have used 5 GBM models and got no accuracy improvement, suggests that the models are correlated. The problem with correlated models is, all the models provide same information.For example: If model 1 has classified User1122 as 1, there are high chances model 2 and model 3 would have done the same, even if its actual value is 0. Therefore, ensemble learners are built on the premise of combining weak uncorrelated models to obtain better predictions."
Technical,ML,How is kNN different from kmeans clustering?,"Don't get mislead by in their names. You should know that the fundamental difference between both these algorithms is, kmeans is unsupervised in nature and kNN is supervised in nature. kmeans is a clustering algorithm. kNN is a classification (or regression) algorithm.kmeans algorithm partitions a data set into clusters such that a cluster formed is homogeneous and the points in each cluster are close to each other. The algorithm tries to maintain enough separability between these clusters. Due to unsupervised nature, the clusters have no labels.kNN algorithm tries to classify an unlabeled observation based on its k (can be any number ) surrounding neighbors. It is also known as lazy learner because it involves minimal training of model. Hence, it doesnt use training data to make generalization on unseen data set."
Technical,ML,"You have built a multiple regression model. Your model R isnt as good as you wanted. For improvement, your remove the intercept term, your model R becomes 0.8 from 0.3. Is it possible? How?","Yes, it is possible. We need to understand the significance of intercept term in a regression model. The intercept term shows model prediction without any independent variable i.e. mean prediction. The formula of R = 1 ?(y y)/?(y ymean) where y is predicted value.When intercept term is present, R value evaluates your model wrt. to the mean model. In absence of intercept term (ymean), the model can make no such evaluation, with large denominator, ?(y - y)/?(y) equations value becomes smaller than actual, resulting in higher R."
Technical,ML,"After analyzing the model, your manager has informed that your regression model is suffering from multicollinearity. How would you check if hes true? Without losing any information, can you still build a better model?","To check multicollinearity, we can create a correlation matrix to identify & remove variables having correlation above 75% (deciding a threshold is subjective). In addition, we can use calculate VIF (variance inflation factor) to check the presence of multicollinearity. VIF value <= 4 suggests no multicollinearity whereas a value of >= 10 implies serious multicollinearity. Also, we can use tolerance as an indicator of multicollinearity.But, removing correlated variables might lead to loss of information. In order to retain those variables, we can use penalized regression models like ridge or lasso regression. Also, we can add some random noise in correlated variable so that the variables become different from each other. But, adding noise might affect the prediction accuracy, hence this approach should be carefully used."
Technical,Statistics & Probability,Rise in global average temperature led to decrease in number of pirates around the world. Does that mean that decrease in number of pirates caused the climate change?,"After reading this question, you should have understood that this is a classic case of causation and correlation. No, we cant conclude that decrease in number of pirates caused the climate change because there might be other factors (lurking or confounding variables) influencing this phenomenon.Therefore, there might be a correlation between global average temperature and number of pirates, but based on this information we cant say that pirated died because of rise in global average temperature."
Technical,ML,"While working on a data set, how do you select important variables? Explain your methods.","Following are the methods of variable selection you can use:Remove the correlated variables prior to selecting important variablesUse linear regression and select variables based on p valuesUse Forward Selection, Backward Selection, Stepwise SelectionUse Random Forest, Xgboost and plot variable importance chartUse Lasso RegressionMeasure information gain for the available set of features and select top n features accordingly."
Technical,ML,"Both being tree based algorithm, how is random forest different from Gradient boosting algorithm (GBM)?","The fundamental difference is, random forest uses bagging technique to make predictions. GBM uses boosting techniques to make predictions.In bagging technique, a data set is divided into n samples using randomized sampling. Then, using a single learning algorithm a model is build on all samples. Later, the resultant predictions are combined using voting or averaging. Bagging is done is parallel. In boosting, after the first round of predictions, the algorithm weighs misclassified predictions higher, such that they can be corrected in the succeeding round. This sequential process of giving higher weights to misclassified predictions continue until a stopping criterion is reached.Random forest improves model accuracy by reducing variance (mainly). The trees grown are uncorrelated to maximize the decrease in variance. On the other hand, GBM improves accuracy my reducing both bias and variance in a model."
Technical,ML,Running a binary classification tree algorithm is the easy part. Do you know how does a tree splitting takes place i.e. how does the tree decide which variable to split at the root node and succeeding nodes?,"A classification trees makes decision based on Gini Index and Node Entropy. In simple words, the tree algorithm find the best possible feature which can divide the data set into purest possible children nodes.Gini index says, if we select two items from a population at random then they must be of same class and probability for this is 1 if population is pure. We can calculate Gini as following:Calculate Gini for sub-nodes, using formula sum of square of probability for success and failure (p^2+q^2).Calculate Gini for split using weighted Gini score of each node of that splitEntropy is the measure of impurity as given by (for binary class):Entropy, Decision TreeHere p and q is probability of success and failure respectively in that node. Entropy is zero when a node is homogeneous. It is maximum when a both the classes are present in a node at 50% 50%. Lower entropy is desirable."
Technical,ML,"Youve built a random forest model with 10000 trees. You got delighted after getting training error as 0.00. But, the validation error is 34.23. What is going on? Havent you trained your model perfectly?","The model has overfitted. Training error 0.00 means the classifier has mimiced the training data patterns to an extent, that they are not available in the unseen data. Hence, when this classifier was run on unseen sample, it couldnt find those patterns and returned prediction with higher error. In random forest, it happens when we use larger number of trees than necessary. Hence, to avoid these situation, we should tune number of trees using cross validation."
Technical,ML,Youve got a data set to work having p (no. of variable) > n (no. of observation). Why is OLS as bad option to work with? Which techniques would be best to use? Why?,"In such high dimensional data sets, we cant use classical regression techniques, since their assumptions tend to fail. When p > n, we can no longer calculate a unique least square coefficient estimate, the variances become infinite, so OLS cannot be used at all.To combat this situation, we can use penalized regression methods like lasso, LARS, ridge which can shrink the coefficients to reduce variance. Precisely, ridge regression works best in situations where the least square estimates have higher variance.Among other methods include subset regression, forward stepwise regression."
